pX,pY,pZ
0, -65.51071, -88.1142
0, -65.51071, -88.1142
-0.2017535, -64.22609, -86.57566
-0.2043304, -63.30369, -85.5312
-0.2071029, -62.07634, -84.40746
-0.2107181, -60.53803, -82.94215
-0.250756, -58.82835, -81.23356
-0.250756, -58.82835, -81.23356
-0.5227861, -55.08626, -77.53883
-0.7231327, -53.16526, -75.7942
-1.010286, -50.98506, -73.8564
-1.308231, -48.80443, -71.94674
-1.534596, -46.74316, -70.14733
-1.534596, -46.74316, -70.14733
-1.983928, -42.85142, -65.70872
-2.155233, -41.20732, -63.53797
-2.423689, -39.644, -61.20098
-2.752708, -38.33186, -58.62963
-3.279392, -37.39756, -56.05518
-3.279392, -37.39756, -56.05518
-4.850707, -36.41145, -50.45151
-5.843941, -36.16827, -48.00421
-7.01565, -35.89064, -45.73944
-8.475177, -35.38906, -43.62723
-9.962802, -34.77479, -41.75926
-9.962802, -34.77479, -41.75926
-14.13289, -33.25415, -37.6749
-16.35955, -32.62133, -35.96094
-19.27169, -31.89396, -33.81122
-22.49762, -31.1883, -31.41104
-25.69546, -30.54575, -29.17595
-25.69546, -30.54575, -29.17595
-32.17527, -29.0858, -24.73747
-34.76199, -28.4374, -22.76333
-36.99911, -27.93914, -20.67183
-38.59507, -27.72139, -18.74577
-39.52565, -27.53864, -16.68656
-39.52565, -27.53864, -16.68656
-40.18571, -27.64573, -13.89362
-40.43396, -27.88918, -12.93947
-40.59544, -28.09419, -12.3188
-40.76789, -28.2678, -11.91997
-40.80288, -28.3849, -11.78572
-40.80288, -28.3849, -11.78572
-40.77743, -28.42527, -11.88336
-40.72652, -28.50576, -12.07873
-40.67557, -28.58593, -12.27423
-40.65008, -28.62589, -12.37203
-40.63733, -28.64583, -12.42094
-40.63733, -28.64583, -12.42094
-40.63733, -28.64583, -12.42094
-40.63733, -28.64583, -12.42094
-40.63733, -28.64583, -12.42094
-40.63733, -28.64583, -12.42094
-40.63733, -28.64583, -12.42094
-40.63733, -28.64583, -12.42094
-40.63733, -28.64583, -12.42094
-40.63733, -28.64583, -12.42094
-40.63733, -28.64583, -12.42094
-40.64474, -28.69162, -12.3925
-40.58061, -28.69162, -12.3758
-40.58061, -28.69162, -12.3758
-40.44701, -28.75735, -12.36298
-40.31871, -28.75735, -12.32977
-40.19771, -28.80317, -12.26824
-40.07663, -28.84899, -12.20682
-39.89123, -28.89483, -12.1291
-39.89123, -28.89483, -12.1291
-39.31282, -28.89483, -11.98254
-38.99125, -28.89483, -11.90204
-38.73387, -28.89483, -11.83812
-38.54076, -28.89483, -11.79046
-38.3476, -28.89483, -11.74304
-38.3476, -28.89483, -11.74304
-38.09689, -28.94068, -11.65171
-38.00058, -29.05837, -11.48599
-37.8394, -29.17615, -11.30492
-37.61992, -29.33999, -11.08039
-37.40642, -29.55002, -10.82823
-37.40642, -29.55002, -10.82823
-37.36639, -29.9166, -10.12879
-37.40376, -30.02633, -9.67893
-37.3932, -30.1615, -9.137512
-37.35211, -30.2908, -8.722773
-37.32954, -30.55915, -8.225759
-37.32954, -30.55915, -8.225759
-37.17739, -31.10149, -7.079959
-37.15905, -31.40557, -6.246242
-37.14795, -31.57265, -5.371789
-37.02737, -31.74153, -4.345286
-37.00837, -31.88892, -3.165179
-37.00837, -31.88892, -3.165179
-37.14014, -32.09812, -0.9646108
-37.2843, -32.30085, 0.01243383
-37.35223, -32.57169, 0.9787244
-37.31539, -32.7921, 1.809335
-37.3622, -33.03535, 2.694971
-37.3622, -33.03535, 2.694971
-37.29568, -33.30095, 4.434034
-37.20164, -33.27329, 5.383432
-37.1087, -33.16885, 6.352368
-36.93456, -33.01155, 7.308711
-36.7658, -32.82413, 8.309085
-36.7658, -32.82413, 8.309085
-36.30233, -32.41447, 10.12534
-36.08668, -32.24225, 10.95169
-35.88583, -32.01333, 11.86854
-35.70381, -31.7743, 12.89929
-35.65779, -31.55652, 13.85066
-35.65779, -31.55652, 13.85066
-35.47266, -31.25804, 15.71397
-35.48508, -31.17884, 16.59685
-35.419, -31.09586, 17.49096
-35.45303, -31.04935, 18.50494
-35.48858, -30.92023, 19.53592
-35.48858, -30.92023, 19.53592
-35.6137, -30.96084, 21.48202
-35.6046, -31.01604, 22.29854
-35.58524, -31.09901, 23.06709
-35.49318, -31.14974, 23.89132
-35.40257, -31.24758, 24.73428
-35.40257, -31.24758, 24.73428
-35.37719, -31.35603, 26.4011
-35.34362, -31.37894, 27.13038
-35.39685, -31.36829, 27.88566
-35.38343, -31.29158, 28.73891
-35.36788, -31.21139, 29.58811
-35.36788, -31.21139, 29.58811
-35.20762, -30.92742, 31.53809
-35.09847, -30.78552, 32.36747
-35.00135, -30.57359, 33.2776
-34.80713, -30.34032, 34.13458
-34.61296, -30.1532, 35.00776
-34.61296, -30.1532, 35.00776
-34.07272, -29.76456, 36.93325
-33.79889, -29.54578, 37.90794
-33.35643, -29.28697, 38.94504
-33.07545, -28.97196, 39.92807
-32.71599, -28.71694, 40.9977
-32.71599, -28.71694, 40.9977
-32.17638, -28.18136, 43.24469
-31.83084, -27.91322, 44.50439
-31.46881, -27.76226, 45.6924
-30.99126, -27.80591, 46.74461
-30.52012, -27.82158, 47.8823
-30.52012, -27.82158, 47.8823
-30.01894, -27.86499, 50.17218
-29.82481, -27.86594, 51.43966
-29.62615, -28.0547, 52.70382
-29.51249, -28.23836, 53.93819
-29.50332, -28.5454, 55.27861
-29.50332, -28.5454, 55.27861
-29.62147, -29.2298, 57.60704
-29.78257, -29.61581, 58.83597
-29.92958, -30.02716, 59.95733
-30.16354, -30.47656, 61.01019
-30.28403, -30.94257, 61.9264
-30.28403, -30.94257, 61.9264
-30.49448, -31.82544, 63.52662
-30.61169, -32.19051, 64.41792
-30.61772, -32.47832, 65.20658
-30.50382, -32.77534, 65.83192
-30.46632, -32.98655, 66.29731
-30.46632, -32.98655, 66.29731
-30.33325, -33.5077, 66.78673
-30.2621, -33.7096, 66.99781
-30.18696, -33.7508, 67.17904
-30.01105, -33.63115, 67.34356
-29.91825, -33.58781, 67.3884
-29.91825, -33.58781, 67.3884
-29.91996, -33.43736, 67.40185
-30.01201, -33.22318, 67.35114
-30.29401, -32.84853, 67.24596
-30.47494, -32.31365, 67.12201
-30.64584, -31.60887, 66.92222
-30.64584, -31.60887, 66.92222
-31.04839, -29.99204, 66.24598
-31.4561, -29.1572, 65.62706
-32.01772, -28.3695, 64.72226
-32.72932, -27.33035, 63.53423
-33.48831, -26.24147, 62.0613
-33.48831, -26.24147, 62.0613
-34.4133, -23.92074, 58.58266
-34.57036, -22.82222, 56.49881
-34.6552, -21.60566, 54.00591
-34.58722, -20.43344, 51.19587
-34.31516, -19.25661, 48.30973
-34.31516, -19.25661, 48.30973
-33.34353, -16.81276, 41.61619
-32.8302, -15.52871, 38.38374
-32.10836, -14.17459, 34.91734
-31.37598, -13.16692, 31.34636
-30.5829, -12.2719, 27.87704
-30.5829, -12.2719, 27.87704
-29.23056, -10.72144, 20.73281
-28.5554, -10.18915, 17.37696
-27.86232, -9.703822, 13.86666
-27.10883, -9.44987, 10.41452
-26.40685, -9.272089, 7.246464
-26.40685, -9.272089, 7.246464
-24.49914, -9.454697, 1.192135
-23.18627, -9.885655, -1.600778
-21.64814, -10.44615, -4.261894
-20.1213, -10.96899, -6.612011
-18.50093, -11.49949, -8.946959
-18.50093, -11.49949, -8.946959
-15.52941, -12.50196, -12.80682
-13.76681, -13.24437, -14.47538
-11.99128, -13.93988, -15.98467
-10.32134, -14.55282, -17.37646
-8.316611, -15.16934, -18.68707
-8.316611, -15.16934, -18.68707
-4.183638, -16.34642, -20.93676
-2.107414, -16.9325, -21.93018
-0.1796328, -17.53876, -22.73294
1.431301, -17.95008, -23.32138
3.093273, -18.23041, -23.70722
3.093273, -18.23041, -23.70722
6.240908, -18.52537, -23.89368
7.790513, -18.65141, -23.86509
9.165358, -18.81967, -23.80746
10.54947, -19.11465, -23.66031
11.75845, -19.41033, -23.51266
11.75845, -19.41033, -23.51266
13.67258, -19.91855, -22.94191
14.574, -20.0789, -22.37627
15.30498, -20.28127, -21.76495
16.0489, -20.56881, -21.09208
16.67903, -20.96008, -20.39609
16.67903, -20.96008, -20.39609
17.7449, -21.63684, -18.6861
18.25809, -21.75903, -17.54103
18.64984, -21.77051, -16.40025
19.06149, -21.78124, -15.13091
19.59747, -21.80446, -13.93338
19.59747, -21.80446, -13.93338
20.76522, -21.89938, -11.45176
21.39661, -21.86154, -10.18267
21.95555, -21.85841, -9.011059
22.53797, -21.84995, -7.716025
22.97899, -21.8781, -6.50786
22.97899, -21.8781, -6.50786
24.00332, -21.98403, -4.147628
24.57395, -22.10926, -3.093769
25.1538, -22.27598, -2.016214
25.75493, -22.50606, -0.8376065
26.26457, -22.75984, 0.1696605
26.26457, -22.75984, 0.1696605
27.11881, -23.20878, 2.418771
27.41832, -23.48114, 3.392848
27.56299, -23.92008, 4.299039
27.77965, -24.47766, 5.197698
27.98397, -25.01611, 6.014719
27.98397, -25.01611, 6.014719
28.34999, -25.9945, 7.832288
28.48703, -26.3911, 8.683947
28.6082, -26.84056, 9.436954
28.73947, -27.19073, 10.25274
28.86582, -27.49338, 11.03793
28.86582, -27.49338, 11.03793
29.164, -27.73751, 12.891
29.3133, -27.75658, 13.81883
29.45041, -27.75215, 14.67093
29.59767, -27.64065, 15.58605
29.73694, -27.55317, 16.45157
29.73694, -27.55317, 16.45157
30.02437, -27.26101, 18.23781
30.16115, -27.03612, 19.08781
30.31184, -26.74757, 20.02432
30.46506, -26.37506, 20.97649
30.62469, -25.96574, 21.96853
30.62469, -25.96574, 21.96853
30.93435, -25.15661, 23.89294
31.09149, -24.72622, 24.86949
31.2517, -24.33723, 25.86507
31.394, -24.08606, 26.74943
31.55334, -23.81395, 27.73968
31.55334, -23.81395, 27.73968
31.87998, -23.26767, 29.76957
31.96224, -23.07529, 30.80282
32.12115, -22.82846, 31.79303
32.18299, -22.64409, 32.70671
32.32706, -22.58785, 33.60672
32.32706, -22.58785, 33.60672
32.52805, -22.33164, 35.39918
32.58497, -22.26467, 36.2962
32.63024, -22.18026, 37.12458
32.75309, -22.26316, 37.89817
32.88798, -22.27265, 38.74758
32.88798, -22.27265, 38.74758
33.15848, -22.33356, 40.4509
33.29445, -22.52174, 41.30715
33.41975, -22.69515, 42.09612
33.55986, -22.84341, 42.97844
33.70501, -22.95241, 43.89246
33.70501, -22.95241, 43.89246
33.9977, -23.12519, 45.73555
34.14218, -23.27722, 46.64531
34.2762, -23.41455, 47.48928
34.43306, -23.536, 48.47702
34.58533, -23.60336, 49.43587
34.58533, -23.60336, 49.43587
34.80912, -23.98467, 51.4285
34.85933, -24.225, 52.33281
34.89303, -24.49181, 53.13704
34.83334, -24.75749, 53.94722
34.84631, -24.9991, 54.62946
34.84631, -24.9991, 54.62946
34.75378, -25.49787, 55.85
34.74924, -25.62212, 56.43134
34.75139, -25.75654, 57.05909
34.7576, -25.84869, 57.71662
34.57592, -25.93929, 58.39687
34.57592, -25.93929, 58.39687
34.28485, -25.94811, 59.63248
34.16111, -25.99161, 60.08701
